image_path,x1,y1,x2,y2,label
data/Laboro-Tomato/train/images/IMG_0997.jpg,167.29,268.35,243.05,341.54,tomato
data/Laboro-Tomato/train/images/IMG_0998.jpg,147.23,268.06,231.10,334.37,tomato
data/Laboro-Tomato/train/images/IMG_0998.jpg,224.87,154.49,319.27,255.56,tomato
data/Laboro-Tomato/train/images/IMG_0998.jpg,181.55,206.81,255.29,291.09,tomato
data/Laboro-Tomato/train/images/IMG_0998.jpg,92.97,159.21,201.83,275.50,tomato
data/Laboro-Tomato/train/images/IMG_0999.jpg,234.50,186.09,356.65,300.41,tomato
data/Laboro-Tomato/train/images/IMG_0999.jpg,155.77,218.10,256.20,308.91,tomato
data/Laboro-Tomato/train/images/IMG_0999.jpg,87.63,228.93,173.61,309.79,tomato
data/Laboro-Tomato/train/images/IMG_1001.jpg,113.87,233.77,307.50,431.65,tomato
data/Laboro-Tomato/train/images/IMG_1001.jpg,163.04,134.55,294.23,265.14,tomato
data/Laboro-Tomato/train/images/IMG_1001.jpg,284.29,195.47,382.31,296.22,tomato
data/Laboro-Tomato/train/images/IMG_1001.jpg,263.47,271.77,334.06,378.53,tomato
data/Laboro-Tomato/train/images/IMG_1002.jpg,175.39,224.40,342.80,381.25,tomato
data/Laboro-Tomato/train/images/IMG_1002.jpg,171.16,184.59,280.36,271.46,tomato
data/Laboro-Tomato/train/images/IMG_1002.jpg,93.05,338.15,179.92,437.40,tomato
data/Laboro-Tomato/train/images/IMG_1002.jpg,65.31,431.96,177.51,517.64,tomato
data/Laboro-Tomato/train/images/IMG_1003.jpg,244.80,25.30,309.13,126.57,tomato
data/Laboro-Tomato/train/images/IMG_1003.jpg,294.31,35.33,384.64,135.92,tomato
data/Laboro-Tomato/train/images/IMG_1003.jpg,132.13,236.54,259.17,376.35,tomato
data/Laboro-Tomato/train/images/IMG_1003.jpg,211.95,187.26,316.42,290.34,tomato
data/Laboro-Tomato/train/images/IMG_1003.jpg,205.37,360.81,318.73,457.73,tomato
data/Laboro-Tomato/train/images/IMG_1003.jpg,246.41,286.22,326.48,369.26,tomato
data/Laboro-Tomato/train/images/IMG_1004.jpg,86.39,245.25,167.54,324.86,tomato
data/Laboro-Tomato/train/images/IMG_1004.jpg,162.42,212.35,256.24,303.16,tomato
data/Laboro-Tomato/train/images/IMG_1004.jpg,236.04,216.29,280.36,293.21,tomato
data/Laboro-Tomato/train/images/IMG_1004.jpg,276.15,194.28,388.35,321.86,tomato
data/Laboro-Tomato/train/images/IMG_1004.jpg,233.32,298.01,318.67,375.81,tomato
data/Laboro-Tomato/train/images/IMG_1004.jpg,235.42,358.35,300.88,415.95,tomato
data/Laboro-Tomato/train/images/IMG_1004.jpg,178.09,405.10,241.73,472.39,tomato
data/Laboro-Tomato/train/images/IMG_1004.jpg,179.92,365.60,238.43,413.26,tomato
data/Laboro-Tomato/train/images/IMG_1008.jpg,123.82,19.61,192.89,86.89,tomato
data/Laboro-Tomato/train/images/IMG_1008.jpg,219.04,236.29,308.01,320.67,tomato
data/Laboro-Tomato/train/images/IMG_1008.jpg,215.39,222.40,292.47,262.76,tomato
data/Laboro-Tomato/train/images/IMG_1009.jpg,140.80,190.88,250.28,276.87,tomato
data/Laboro-Tomato/train/images/IMG_1009.jpg,252.78,242.42,332.39,323.65,tomato
data/Laboro-Tomato/train/images/IMG_1009.jpg,155.60,275.06,276.50,378.14,tomato
data/Laboro-Tomato/train/images/IMG_1010.jpg,193.01,0.00,310.26,61.56,tomato
data/Laboro-Tomato/train/images/IMG_1010.jpg,245.03,237.22,341.07,346.46,tomato
data/Laboro-Tomato/train/images/IMG_1010.jpg,144.91,241.31,264.65,369.72,tomato
data/Laboro-Tomato/train/images/IMG_1012.jpg,178.00,168.38,215.10,217.74,tomato
data/Laboro-Tomato/train/images/IMG_1012.jpg,146.27,27.97,204.39,97.38,tomato
data/Laboro-Tomato/train/images/IMG_1012.jpg,170.46,92.05,217.27,149.75,tomato
data/Laboro-Tomato/train/images/IMG_1012.jpg,153.01,96.89,182.50,144.39,tomato
data/Laboro-Tomato/train/images/IMG_1012.jpg,117.74,141.44,204.72,218.67,tomato
data/Laboro-Tomato/train/images/IMG_1012.jpg,101.25,185.37,160.77,234.73,tomato
data/Laboro-Tomato/train/images/IMG_1014.jpg,196.00,161.69,263.29,214.37,tomato
data/Laboro-Tomato/train/images/IMG_1014.jpg,175.72,200.00,270.36,283.50,tomato
data/Laboro-Tomato/train/images/IMG_1014.jpg,146.29,187.46,196.68,248.59,tomato
data/Laboro-Tomato/train/images/IMG_1014.jpg,138.06,429.42,177.72,472.52,tomato
data/Laboro-Tomato/train/images/IMG_1014.jpg,104.08,452.86,149.62,500.47,tomato
data/Laboro-Tomato/train/images/IMG_1015.jpg,300.59,132.71,405.25,237.66,tomato
data/Laboro-Tomato/train/images/IMG_1015.jpg,216.13,204.22,330.73,317.92,tomato
data/Laboro-Tomato/train/images/IMG_1015.jpg,170.57,206.32,227.88,261.54,tomato
data/Laboro-Tomato/train/images/IMG_1015.jpg,130.73,168.04,169.66,204.82,tomato
data/Laboro-Tomato/train/images/IMG_1016.jpg,197.09,238.90,284.27,344.16,tomato
data/Laboro-Tomato/train/images/IMG_1016.jpg,156.10,200.57,260.77,326.96,tomato
data/Laboro-Tomato/train/images/IMG_1016.jpg,85.82,266.61,175.10,352.29,tomato
data/Laboro-Tomato/train/images/IMG_1016.jpg,236.93,481.71,288.80,517.61,tomato
data/Laboro-Tomato/train/images/IMG_1017.jpg,321.60,47.58,347.40,74.77,tomato
data/Laboro-Tomato/train/images/IMG_1017.jpg,304.55,24.40,332.13,57.14,tomato
data/Laboro-Tomato/train/images/IMG_1017.jpg,319.00,70.84,340.83,92.44,tomato
data/Laboro-Tomato/train/images/IMG_1017.jpg,274.23,255.84,332.93,310.96,tomato
data/Laboro-Tomato/train/images/IMG_1017.jpg,239.49,266.98,303.17,327.27,tomato
data/Laboro-Tomato/train/images/IMG_1017.jpg,236.52,305.85,264.88,336.98,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,67.00,304.92,92.53,332.53,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,67.70,284.20,86.00,306.11,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,123.55,144.70,139.16,158.95,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,107.07,160.94,124.01,169.02,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,97.93,155.81,111.87,166.49,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,284.23,112.28,301.56,128.59,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,273.55,121.91,294.68,141.85,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,266.61,104.87,278.23,116.73,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,250.57,108.86,270.65,129.22,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,235.84,131.08,257.09,151.96,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,298.20,263.14,315.41,282.31,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,314.86,235.53,325.16,245.69,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,286.33,230.56,309.79,256.25,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,265.19,258.61,298.84,293.16,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,252.94,287.05,278.38,313.00,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,231.16,279.98,249.81,298.21,tomato
data/Laboro-Tomato/train/images/IMG_1018.jpg,225.16,247.37,265.99,288.55,tomato
data/Laboro-Tomato/train/images/IMG_1019.jpg,277.96,219.58,422.75,363.48,tomato
data/Laboro-Tomato/train/images/IMG_1019.jpg,199.54,27.74,296.97,135.74,tomato
data/Laboro-Tomato/train/images/IMG_1019.jpg,152.78,93.78,251.42,174.33,tomato
data/Laboro-Tomato/train/images/IMG_1019.jpg,198.00,260.63,335.26,402.10,tomato
data/Laboro-Tomato/train/images/IMG_1020.jpg,222.13,208.13,335.84,326.96,tomato
data/Laboro-Tomato/train/images/IMG_1020.jpg,150.04,157.45,288.50,296.22,tomato
data/Laboro-Tomato/train/images/IMG_1021.jpg,177.65,176.92,308.53,305.65,tomato
data/Laboro-Tomato/train/images/IMG_1021.jpg,103.44,246.15,210.55,336.39,tomato
data/Laboro-Tomato/train/images/IMG_1022.jpg,298.74,160.19,433.59,301.66,tomato
data/Laboro-Tomato/train/images/IMG_1022.jpg,234.23,260.89,346.43,365.27,tomato
data/Laboro-Tomato/train/images/IMG_1022.jpg,220.01,164.67,317.45,270.55,tomato
data/Laboro-Tomato/train/images/IMG_1022.jpg,170.87,245.22,252.61,329.66,tomato
data/Laboro-Tomato/train/images/IMG_1023.jpg,209.48,135.12,422.15,344.75,tomato
data/Laboro-Tomato/train/images/IMG_1023.jpg,81.88,159.54,230.87,313.70,tomato
data/Laboro-Tomato/train/images/IMG_1026.jpg,170.89,181.12,271.93,277.83,tomato
data/Laboro-Tomato/train/images/IMG_1026.jpg,279.04,151.93,354.06,224.45,tomato
data/Laboro-Tomato/train/images/IMG_1026.jpg,271.04,216.01,329.43,269.15,tomato
data/Laboro-Tomato/train/images/IMG_1026.jpg,246.16,230.79,321.22,300.36,tomato
data/Laboro-Tomato/train/images/IMG_1027.jpg,340.60,94.66,371.84,119.06,tomato
data/Laboro-Tomato/train/images/IMG_1027.jpg,330.79,103.78,344.04,120.41,tomato
data/Laboro-Tomato/train/images/IMG_1027.jpg,230.44,207.98,287.90,257.50,tomato
data/Laboro-Tomato/train/images/IMG_1027.jpg,205.37,226.96,232.72,254.78,tomato
data/Laboro-Tomato/train/images/IMG_1028.jpg,120.28,369.02,158.59,422.17,tomato
data/Laboro-Tomato/train/images/IMG_1028.jpg,197.83,281.46,257.11,337.55,tomato
data/Laboro-Tomato/train/images/IMG_1028.jpg,253.00,246.98,313.45,304.48,tomato
data/Laboro-Tomato/train/images/IMG_1028.jpg,292.23,200.23,339.01,255.19,tomato
data/Laboro-Tomato/train/images/IMG_1028.jpg,214.69,211.42,298.61,292.59,tomato
data/Laboro-Tomato/train/images/IMG_1028.jpg,171.14,177.41,230.66,241.75,tomato
data/Laboro-Tomato/train/images/IMG_1028.jpg,223.84,151.20,289.53,214.61,tomato
data/Laboro-Tomato/train/images/IMG_1028.jpg,365.45,449.55,409.46,494.25,tomato
data/Laboro-Tomato/train/images/IMG_1032.jpg,156.98,441.00,235.10,517.61,tomato
data/Laboro-Tomato/train/images/IMG_1032.jpg,187.77,266.33,338.27,408.73,tomato
data/Laboro-Tomato/train/images/IMG_1032.jpg,236.00,191.84,329.82,288.34,tomato
data/Laboro-Tomato/train/images/IMG_1032.jpg,154.88,205.72,238.14,317.04,tomato
data/Laboro-Tomato/train/images/IMG_1033.jpg,215.50,202.41,381.39,373.71,tomato
data/Laboro-Tomato/train/images/IMG_1033.jpg,118.98,183.99,266.50,337.53,tomato
data/Laboro-Tomato/train/images/IMG_1033.jpg,127.12,153.82,254.39,230.12,tomato
data/Laboro-Tomato/train/images/IMG_1034.jpg,385.61,66.38,433.59,136.36,tomato
data/Laboro-Tomato/train/images/IMG_1034.jpg,247.50,275.71,335.88,370.45,tomato
data/Laboro-Tomato/train/images/IMG_1034.jpg,246.29,236.47,301.19,281.74,tomato
data/Laboro-Tomato/train/images/IMG_1034.jpg,157.27,219.61,257.42,303.47,tomato
data/Laboro-Tomato/train/images/IMG_1034.jpg,134.06,293.78,275.82,442.19,tomato
data/Laboro-Tomato/train/images/IMG_1036.jpg,261.68,177.67,398.00,320.95,tomato
data/Laboro-Tomato/train/images/IMG_1036.jpg,167.23,218.08,273.41,331.21,tomato
data/Laboro-Tomato/train/images/IMG_1037.jpg,237.24,133.64,355.46,239.21,tomato
data/Laboro-Tomato/train/images/IMG_1037.jpg,229.98,213.86,302.98,266.33,tomato
data/Laboro-Tomato/train/images/IMG_1037.jpg,167.56,155.92,244.18,244.60,tomato
data/Laboro-Tomato/train/images/IMG_1038.jpg,240.52,276.90,381.39,414.43,tomato
data/Laboro-Tomato/train/images/IMG_1038.jpg,150.06,259.73,266.50,379.49,tomato
data/Laboro-Tomato/train/images/IMG_1039.jpg,241.77,174.36,407.66,338.46,tomato
data/Laboro-Tomato/train/images/IMG_1039.jpg,102.41,106.47,260.45,255.19,tomato
data/Laboro-Tomato/train/images/IMG_1039.jpg,117.16,251.59,277.65,408.44,tomato
data/Laboro-Tomato/train/images/IMG_1041.jpg,220.03,217.77,362.73,364.67,tomato
data/Laboro-Tomato/train/images/IMG_1041.jpg,123.20,236.18,232.68,347.81,tomato
data/Laboro-Tomato/train/images/IMG_1041.jpg,73.16,335.20,130.35,390.00,tomato
data/Laboro-Tomato/train/images/IMG_1041.jpg,109.89,371.17,179.39,445.92,tomato
data/Laboro-Tomato/train/images/IMG_1041.jpg,71.35,438.28,137.98,500.96,tomato
data/Laboro-Tomato/train/images/IMG_1042.jpg,176.93,197.90,271.02,294.72,tomato
data/Laboro-Tomato/train/images/IMG_1042.jpg,252.59,167.11,372.05,290.81,tomato
data/Laboro-Tomato/train/images/IMG_1043.jpg,254.14,201.61,340.35,291.01,tomato
data/Laboro-Tomato/train/images/IMG_1043.jpg,160.86,225.33,267.82,358.97,tomato
data/Laboro-Tomato/train/images/IMG_1043.jpg,168.63,182.00,243.88,246.08,tomato
data/Laboro-Tomato/train/images/IMG_1044.jpg,334.97,179.75,385.63,272.68,tomato
data/Laboro-Tomato/train/images/IMG_1044.jpg,182.91,126.11,341.88,298.03,tomato
data/Laboro-Tomato/train/images/IMG_1044.jpg,136.48,213.29,176.89,245.25,tomato
data/Laboro-Tomato/train/images/IMG_1045.jpg,430.27,205.39,453.19,250.35,tomato
data/Laboro-Tomato/train/images/IMG_1045.jpg,383.80,184.30,445.34,234.96,tomato
data/Laboro-Tomato/train/images/IMG_1045.jpg,229.37,109.79,379.88,258.51,tomato
data/Laboro-Tomato/train/images/IMG_1045.jpg,176.01,193.37,327.72,329.40,tomato
data/Laboro-Tomato/train/images/IMG_1047.jpg,342.78,234.37,420.01,300.41,tomato
data/Laboro-Tomato/train/images/IMG_1047.jpg,361.81,263.92,423.04,329.09,tomato
data/Laboro-Tomato/train/images/IMG_1047.jpg,234.19,328.18,290.91,391.22,tomato
data/Laboro-Tomato/train/images/IMG_1047.jpg,186.25,340.84,227.59,391.50,tomato
data/Laboro-Tomato/train/images/IMG_1047.jpg,207.68,368.87,239.96,403.57,tomato
data/Laboro-Tomato/train/images/IMG_1049.jpg,401.73,191.58,453.29,255.45,tomato
data/Laboro-Tomato/train/images/IMG_1049.jpg,448.27,251.33,453.29,271.64,tomato
data/Laboro-Tomato/train/images/IMG_1049.jpg,224.42,214.37,282.73,276.28,tomato
data/Laboro-Tomato/train/images/IMG_1050.jpg,189.57,225.33,359.39,362.29,tomato
data/Laboro-Tomato/train/images/IMG_1050.jpg,106.63,219.30,200.45,333.31,tomato
data/Laboro-Tomato/train/images/IMG_1051.jpg,252.32,187.31,427.88,337.53,tomato
data/Laboro-Tomato/train/images/IMG_1051.jpg,140.08,216.89,264.36,342.66,tomato
data/Laboro-Tomato/train/images/IMG_1051.jpg,205.56,340.25,287.61,413.23,tomato
data/Laboro-Tomato/train/images/IMG_1052.jpg,130.99,444.11,209.81,517.92,tomato
data/Laboro-Tomato/train/images/IMG_1052.jpg,176.87,208.65,224.46,251.44,tomato
data/Laboro-Tomato/train/images/IMG_1052.jpg,181.53,246.80,255.00,331.29,tomato
data/Laboro-Tomato/train/images/IMG_1052.jpg,252.59,259.75,312.77,318.03,tomato
data/Laboro-Tomato/train/images/IMG_1053.jpg,123.06,215.00,290.85,362.16,tomato
data/Laboro-Tomato/train/images/IMG_1053.jpg,154.82,182.65,234.54,249.68,tomato
data/Laboro-Tomato/train/images/IMG_1053.jpg,278.75,262.99,358.08,341.72,tomato
data/Laboro-Tomato/train/images/IMG_1054.jpg,244.49,162.60,397.40,288.68,tomato
data/Laboro-Tomato/train/images/IMG_1054.jpg,254.74,116.71,351.25,185.81,tomato
data/Laboro-Tomato/train/images/IMG_1054.jpg,323.78,445.20,367.84,511.86,tomato
data/Laboro-Tomato/train/images/IMG_1054.jpg,214.61,194.22,265.58,274.77,tomato
data/Laboro-Tomato/train/images/IMG_1056.jpg,295.44,285.63,358.18,353.79,tomato
data/Laboro-Tomato/train/images/IMG_1056.jpg,267.39,326.70,324.38,383.99,tomato
data/Laboro-Tomato/train/images/IMG_1056.jpg,92.76,296.50,131.96,334.84,tomato
data/Laboro-Tomato/train/images/IMG_1056.jpg,243.65,253.87,281.30,293.34,tomato
data/Laboro-Tomato/train/images/IMG_1056.jpg,212.44,275.50,255.09,316.58,tomato
data/Laboro-Tomato/train/images/IMG_1056.jpg,216.07,297.18,278.11,350.32,tomato
data/Laboro-Tomato/train/images/IMG_1056.jpg,292.72,473.27,332.39,517.77,tomato
data/Laboro-Tomato/train/images/IMG_1056.jpg,258.96,458.46,286.11,513.21,tomato
data/Laboro-Tomato/train/images/IMG_1057.jpg,239.96,231.62,345.52,336.00,tomato
data/Laboro-Tomato/train/images/IMG_1057.jpg,137.98,166.82,264.98,298.65,tomato
data/Laboro-Tomato/train/images/IMG_1058.jpg,220.30,219.01,357.48,350.69,tomato
data/Laboro-Tomato/train/images/IMG_1058.jpg,109.09,160.81,247.32,302.18,tomato
data/Laboro-Tomato/train/images/IMG_1060.jpg,190.78,108.29,252.90,161.07,tomato
data/Laboro-Tomato/train/images/IMG_1060.jpg,228.79,212.33,341.92,321.83,tomato
data/Laboro-Tomato/train/images/IMG_1060.jpg,93.94,61.20,122.30,94.09,tomato
data/Laboro-Tomato/train/images/IMG_1061.jpg,312.36,226.81,406.45,321.24,tomato
data/Laboro-Tomato/train/images/IMG_1061.jpg,208.55,284.46,365.12,404.79,tomato
data/Laboro-Tomato/train/images/IMG_1061.jpg,123.51,293.47,228.48,397.23,tomato
data/Laboro-Tomato/train/images/IMG_1061.jpg,142.21,208.44,265.87,313.39,tomato
data/Laboro-Tomato/train/images/IMG_1062.jpg,199.81,293.78,295.15,381.58,tomato
data/Laboro-Tomato/train/images/IMG_1062.jpg,198.90,263.33,261.95,323.05,tomato
data/Laboro-Tomato/train/images/IMG_1062.jpg,291.83,359.85,318.36,383.99,tomato
data/Laboro-Tomato/train/images/IMG_1063.jpg,276.67,219.09,386.35,332.58,tomato
data/Laboro-Tomato/train/images/IMG_1063.jpg,214.49,309.61,325.92,416.73,tomato
data/Laboro-Tomato/train/images/IMG_1063.jpg,176.38,206.35,290.76,318.49,tomato
data/Laboro-Tomato/train/images/IMG_1064.jpg,424.89,262.86,453.52,302.69,tomato
data/Laboro-Tomato/train/images/IMG_1064.jpg,381.74,259.75,427.28,300.10,tomato
data/Laboro-Tomato/train/images/IMG_1064.jpg,83.24,225.95,106.51,250.61,tomato
data/Laboro-Tomato/train/images/IMG_1064.jpg,153.60,339.39,194.97,378.35,tomato
data/Laboro-Tomato/train/images/IMG_1064.jpg,279.30,251.44,327.94,301.27,tomato
data/Laboro-Tomato/train/images/IMG_1064.jpg,265.17,221.81,306.39,260.76,tomato
data/Laboro-Tomato/train/images/IMG_1064.jpg,242.74,173.35,291.53,227.48,tomato
data/Laboro-Tomato/train/images/IMG_1064.jpg,225.16,229.01,284.48,294.90,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,285.80,0.28,347.93,19.61,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,254.61,184.51,302.74,236.73,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,239.81,237.45,283.12,278.27,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,215.58,200.96,266.01,252.50,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,219.95,251.80,261.25,296.97,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,210.38,291.74,263.76,339.39,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,256.43,262.73,311.64,320.43,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,85.59,441.13,114.81,469.41,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,65.52,443.82,91.98,476.66,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,241.63,406.45,285.18,463.69,tomato
data/Laboro-Tomato/train/images/IMG_1065.jpg,94.66,186.74,123.53,213.47,tomato
data/Laboro-Tomato/train/images/IMG_1067.jpg,249.58,226.50,370.24,358.64,tomato
data/Laboro-Tomato/train/images/IMG_1067.jpg,106.63,254.29,253.83,396.94,tomato
data/Laboro-Tomato/train/images/IMG_1067.jpg,88.82,145.69,219.12,284.46,tomato
data/Laboro-Tomato/train/images/IMG_1067.jpg,333.16,446.13,377.80,478.71,tomato
data/Laboro-Tomato/train/images/IMG_1067.jpg,297.54,466.93,350.33,517.59,tomato
data/Laboro-Tomato/train/images/IMG_1068.jpg,251.05,162.86,311.66,224.50,tomato
data/Laboro-Tomato/train/images/IMG_1068.jpg,238.60,227.19,287.20,278.48,tomato
data/Laboro-Tomato/train/images/IMG_1068.jpg,236.35,217.92,275.94,244.75,tomato
data/Laboro-Tomato/train/images/IMG_1068.jpg,239.79,306.68,289.59,355.22,tomato
data/Laboro-Tomato/train/images/IMG_1068.jpg,250.84,288.47,290.89,321.32,tomato
data/Laboro-Tomato/train/images/IMG_1068.jpg,200.26,302.69,243.81,342.73,tomato
data/Laboro-Tomato/train/images/IMG_1068.jpg,67.51,241.65,97.77,289.10,tomato
data/Laboro-Tomato/train/images/IMG_1069.jpg,134.39,231.34,287.30,385.18,tomato
data/Laboro-Tomato/train/images/IMG_1069.jpg,249.87,222.61,366.92,337.24,tomato
data/Laboro-Tomato/train/images/IMG_1070.jpg,264.65,130.30,380.50,271.77,tomato
data/Laboro-Tomato/train/images/IMG_1070.jpg,229.08,236.78,335.26,335.09,tomato
data/Laboro-Tomato/train/images/IMG_1070.jpg,135.57,150.82,287.28,299.22,tomato
data/Laboro-Tomato/train/images/IMG_1070.jpg,65.29,461.20,133.16,517.30,tomato
data/Laboro-Tomato/train/images/IMG_1070.jpg,139.18,144.19,232.39,207.54,tomato
data/Laboro-Tomato/train/images/IMG_1071.jpg,210.67,251.28,337.36,387.00,tomato
data/Laboro-Tomato/train/images/IMG_1072.jpg,184.17,146.98,279.78,247.53,tomato
data/Laboro-Tomato/train/images/IMG_1072.jpg,196.06,226.31,284.91,290.96,tomato
data/Laboro-Tomato/train/images/IMG_1072.jpg,228.56,113.99,266.79,152.06,tomato
data/Laboro-Tomato/train/images/IMG_1072.jpg,242.78,61.49,294.68,123.85,tomato
data/Laboro-Tomato/train/images/IMG_1073.jpg,168.48,165.60,274.34,271.79,tomato
data/Laboro-Tomato/train/images/IMG_1073.jpg,426.95,221.39,453.17,279.62,tomato
data/Laboro-Tomato/train/images/IMG_1073.jpg,238.33,1.97,327.57,85.68,tomato
data/Laboro-Tomato/train/images/IMG_1073.jpg,173.04,1.01,235.12,83.53,tomato
data/Laboro-Tomato/train/images/IMG_1074.jpg,171.06,184.02,311.31,321.03,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,312.09,91.25,365.70,151.90,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,159.77,206.09,186.70,231.62,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,160.67,194.20,185.49,211.29,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,171.35,310.62,193.77,334.08,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,271.55,303.70,320.54,348.87,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,310.18,299.56,318.11,305.78,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,225.70,296.45,274.15,339.55,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,336.06,231.44,359.68,248.33,tomato
data/Laboro-Tomato/train/images/IMG_1075.jpg,331.94,244.57,356.41,265.97,tomato
data/Laboro-Tomato/train/images/IMG_1076.jpg,301.17,163.20,379.88,237.11,tomato
data/Laboro-Tomato/train/images/IMG_1076.jpg,213.10,66.98,336.17,193.99,tomato
data/Laboro-Tomato/train/images/IMG_1076.jpg,247.59,247.86,312.63,307.95,tomato
data/Laboro-Tomato/train/images/IMG_1076.jpg,237.11,295.62,313.72,373.53,tomato
data/Laboro-Tomato/train/images/IMG_1076.jpg,182.31,346.75,266.50,425.17,tomato
data/Laboro-Tomato/train/images/IMG_1076.jpg,150.53,260.22,242.87,355.68,tomato
data/Laboro-Tomato/train/images/IMG_1076.jpg,144.23,456.64,194.08,515.64,tomato
data/Laboro-Tomato/train/images/IMG_1076.jpg,159.44,402.36,205.37,450.89,tomato
data/Laboro-Tomato/train/images/IMG_1077.jpg,139.90,112.25,179.14,140.74,tomato
data/Laboro-Tomato/train/images/IMG_1077.jpg,110.40,0.03,130.02,19.66,tomato
data/Laboro-Tomato/train/images/IMG_1077.jpg,83.01,2.38,109.77,27.56,tomato
data/Laboro-Tomato/train/images/IMG_1077.jpg,133.40,105.70,145.48,117.97,tomato
data/Laboro-Tomato/train/images/IMG_1077.jpg,240.87,261.41,283.92,318.13,tomato
data/Laboro-Tomato/train/images/IMG_1077.jpg,205.40,307.61,266.09,366.93,tomato
data/Laboro-Tomato/train/images/IMG_1077.jpg,176.42,259.41,246.82,327.07,tomato
data/Laboro-Tomato/train/images/IMG_1078.jpg,307.75,96.43,328.62,115.75,tomato
data/Laboro-Tomato/train/images/IMG_1078.jpg,288.10,70.86,324.50,111.58,tomato
data/Laboro-Tomato/train/images/IMG_1078.jpg,309.68,31.57,345.73,84.36,tomato
data/Laboro-Tomato/train/images/IMG_1078.jpg,269.14,0.00,331.41,71.59,tomato
data/Laboro-Tomato/train/images/IMG_1078.jpg,421.43,67.78,440.04,82.96,tomato
